0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
0.99999976,0.97253555,0.9862162,0.9858475,0.9774312,0.9812297,0.97870135,0.9827765,0.97635937,0.98212355,0.9797325,0.98175824,0.9888774,0.9758054,0.9845036,0.97823095,0.977879,0.9848789,0.9800335,0.9758611,0.9861184,0.98525316,0.98638976,0.9824501,0.9819418,0.9752096,0.9805597,0.98219126,0.98123723,0.9810051,0.98214686,0.9818824,0.98683345,0.9833281,0.9681171,0.9827882,0.9817751,0.9727687,0.9841093,0.97925484,0.981907,0.9834186,0.9677423,0.9812182,0.97271216,0.98605263,0.9812573,0.97562456,0.9709711,0.9642499,0.98517454,0.9754308,0.98083806,0.97427297,0.97007453,0.9827635,0.9836101,0.98749995,0.9700839,0.9777616,0.952222,0.9662176,0.98347795,0.9850693,0.97555596,0.9736376,0.9696627,0.98301625,0.98203397,0.98235893,0.9865582,0.9863518,0.98627436,0.98318005,0.9816539,0.969413,0.98389935,0.9764873,0.98752534,0.9668064,0.9771148,0.9722607,0.9764224,0.9752042,0.9824995,0.98115504,0.9752464,0.97615,0.98325473,0.9849483,0.9818753,0.9835776,0.98133814,0.97701764,0.9830022,0.9819168,0.9731889,0.979411,0.9742131,0.9862029,0.9838015,0.97657126,0.97979397,0.9679333,0.98522913,0.96575886,0.97892416,0.97398555,0.98215115,0.9680004,0.9791286,0.97332954,0.9760567,0.986609,0.97134304,0.9810405,0.9815235,0.9726968,0.96540934,0.96887946,0.9763243,0.9805507,0.9712651,0.9744334,0.97613454,0.9724283,0.98064256,0.9757397,0.9776894,0.9765601,0.9745596,0.9829338,0.98181576,0.96533746,0.9757974,0.98499715,0.98312825,0.979874,0.9704069,0.9784304,0.9777071,0.9813218,0.96473074,0.9766158,0.97493124,0.9684174,0.97270083,0.9812248,0.97195935,0.9734508,0.97824705,0.9633206,0.9668616,0.9741936,0.98220295,0.9753862,0.9694096,0.9800556,0.9843832,0.9841533,0.9795763,0.9765041,0.9854436,0.98469365,0.9787891,0.98572063,0.96730757,0.98029363,0.97594225,0.9824906,0.9821722,0.9833764,0.97623694,0.98271614,0.98033273,0.9753064,0.97531325,0.97096944,0.98298746,0.9684717,0.97289485,0.9745158,0.97514623,0.96852016,0.9743952,0.9706117,0.96659535,0.972708,0.9722449,0.9826782,0.9768194,0.98896575,0.9843476,0.9584774,0.9763217,0.9852947,0.96884036,0.9793917,0.9839121
0.97253555,0.99999976,0.9705523,0.9686297,0.96395826,0.9663646,0.9599125,0.9649134,0.9592159,0.9674974,0.9648646,0.9647219,0.9668394,0.9666933,0.9621227,0.96122,0.9726924,0.96334434,0.96568215,0.9714135,0.97757256,0.9735173,0.9626411,0.96934927,0.96560955,0.96240866,0.9635139,0.9688741,0.9718052,0.96770644,0.9711778,0.9678353,0.97478557,0.9752345,0.9586675,0.97371435,0.9650984,0.9595996,0.96995497,0.9671563,0.9718969,0.9685755,0.9635186,0.9666312,0.9661245,0.9681679,0.96855456,0.9657609,0.9513917,0.9499842,0.9726556,0.9631394,0.95677876,0.96296483,0.95552814,0.9693651,0.9685032,0.9658406,0.95555246,0.9666094,0.9378487,0.9567918,0.9659834,0.96941555,0.95950407,0.9605732,0.9470409,0.97430754,0.963384,0.9690953,0.97063774,0.9688543,0.97283804,0.96298623,0.96981335,0.95529085,0.96928936,0.955711,0.97075343,0.95992315,0.95444053,0.95819384,0.96724296,0.9619098,0.95849836,0.96679616,0.95943236,0.96246386,0.9638355,0.97575575,0.97392917,0.9683578,0.9674659,0.95878136,0.9728904,0.96413404,0.9488416,0.9670956,0.9569117,0.9718076,0.9729943,0.96173114,0.9611715,0.94443005,0.96375203,0.9518504,0.96330345,0.9574952,0.97118866,0.95225954,0.9555573,0.9538301,0.958884,0.9658829,0.95644593,0.963554,0.96086043,0.9589999,0.9594548,0.9608515,0.96782553,0.9765022,0.96847713,0.96137035,0.958207,0.96392643,0.9612307,0.964012,0.9646473,0.95942247,0.95684314,0.96192706,0.9604286,0.9615414,0.97297907,0.96647596,0.9585597,0.96672714,0.95955086,0.960809,0.96776855,0.95965254,0.95098126,0.96647704,0.9637035,0.9606149,0.9601275,0.96899575,0.9716718,0.9550183,0.9691106,0.9472155,0.95376486,0.9558252,0.97266257,0.9579654,0.95947707,0.95915306,0.9724079,0.96797496,0.968228,0.95536566,0.97440064,0.9646543,0.9624786,0.9623909,0.9650768,0.9650377,0.95846945,0.95948863,0.96497667,0.97493565,0.9659454,0.96558803,0.96080184,0.96431893,0.9603772,0.96566206,0.9618617,0.9645176,0.974288,0.96104014,0.9583305,0.9534533,0.95920724,0.9640451,0.95120484,0.961816,0.96140033,0.96994734,0.9554148,0.96650505,0.97273594,0.9554013,0.9671927,0.9705701,0.9612145,0.96226656,0.9759674
0.9862162,0.9705523,1.0000005,0.9850924,0.9779207,0.9815586,0.9738635,0.9779171,0.9775157,0.98213255,0.9775686,0.9812238,0.98436236,0.97439575,0.98071116,0.97502804,0.976034,0.9827068,0.9828495,0.97575384,0.9857978,0.9843979,0.9834105,0.97899157,0.98109126,0.980109,0.9788733,0.9844068,0.9816924,0.97811145,0.98322797,0.98181313,0.9811876,0.98173046,0.97102976,0.97860765,0.97841597,0.9719943,0.9828038,0.97801304,0.9777676,0.9824134,0.9665793,0.9773669,0.9733336,0.98305535,0.9826207,0.9730283,0.96848655,0.9630543,0.9833089,0.9752217,0.9796815,0.974954,0.9712268,0.9798436,0.9792657,0.98214793,0.9710995,0.97835433,0.95165825,0.9637737,0.9833375,0.98687196,0.9762479,0.9715513,0.96562356,0.9837247,0.98238325,0.9812051,0.9846213,0.9850859,0.9862645,0.9754521,0.9787103,0.9714596,0.9801788,0.9718749,0.984272,0.97196805,0.9761193,0.97136796,0.9786371,0.9775404,0.9797807,0.9787714,0.9757695,0.9758873,0.9801847,0.9849733,0.9820937,0.9824318,0.98245394,0.97165865,0.9807515,0.97822964,0.9699939,0.9805485,0.9755931,0.98565066,0.98250914,0.97227913,0.9784694,0.9617183,0.98420775,0.96800256,0.9740807,0.96960926,0.9844353,0.97115695,0.9770632,0.97037554,0.97723854,0.98830664,0.9722327,0.97897446,0.98069274,0.97402704,0.9715252,0.9760721,0.97960025,0.9800898,0.9706087,0.9790026,0.97795546,0.97391516,0.98193085,0.9735874,0.97654176,0.98112285,0.9750742,0.9792169,0.98131037,0.96822053,0.9743173,0.980886,0.97908807,0.9814309,0.9718114,0.979035,0.9799243,0.9804289,0.96730167,0.97682023,0.98019814,0.97146666,0.9770195,0.98262674,0.9772772,0.9710429,0.9805761,0.96507704,0.9718003,0.977575,0.9846517,0.97554266,0.9731952,0.97893107,0.9803067,0.9799013,0.98071337,0.97725487,0.9838146,0.98359644,0.9806918,0.98400396,0.96430624,0.9822979,0.9771489,0.9840387,0.9829529,0.9851552,0.980865,0.9817857,0.97874385,0.975636,0.9819561,0.96787834,0.9823947,0.97757304,0.9703734,0.9778338,0.969107,0.97029936,0.97630763,0.9696426,0.96578085,0.9765012,0.97107613,0.9845368,0.9749491,0.9860319,0.98563385,0.96607083,0.9811146,0.98448586,0.9731432,0.9789413,0.981642
0.9858475,0.9686297,0.9850924,0.99999964,0.98086953,0.9850774,0.97692835,0.9814763,0.98435354,0.9818995,0.985608,0.9845289,0.9849428,0.9791123,0.98468447,0.97559845,0.96561235,0.98096955,0.98075503,0.9711157,0.9848655,0.98387057,0.9830954,0.9808824,0.9818014,0.9814174,0.9845652,0.9840108,0.978417,0.98078895,0.9814715,0.9859631,0.9814974,0.97653246,0.97614264,0.9804981,0.97547764,0.97374433,0.9817475,0.9823612,0.9801239,0.9803696,0.9713634,0.98018897,0.97181034,0.98017126,0.98417956,0.9726704,0.9681895,0.9674157,0.98277587,0.97812885,0.98203284,0.98019445,0.97429883,0.9798784,0.98049533,0.9824551,0.97402495,0.97346145,0.9509671,0.96522677,0.9827245,0.98526007,0.9782724,0.9694922,0.96986747,0.9853165,0.9800037,0.98338985,0.99114776,0.98483217,0.9831755,0.97816616,0.9754857,0.97610915,0.98530996,0.9739642,0.98418534,0.9783027,0.9789454,0.9687282,0.97508234,0.98123825,0.9851135,0.984231,0.9779619,0.98040426,0.98446256,0.98365986,0.9834286,0.98514366,0.98599946,0.9780698,0.9806165,0.9826219,0.9730922,0.9796987,0.9735848,0.98441523,0.9840164,0.9747484,0.9775461,0.9618263,0.986856,0.9722467,0.981764,0.97258246,0.9848599,0.97340035,0.98234904,0.97158694,0.97592646,0.9877572,0.9766464,0.98291755,0.9875305,0.9785206,0.9738928,0.9753753,0.9809688,0.9792093,0.9735005,0.9824384,0.98154414,0.97389567,0.9828943,0.98100567,0.9783312,0.97877884,0.9751957,0.9840754,0.97927433,0.9649048,0.9763731,0.9835636,0.98414874,0.9812645,0.9742279,0.9799424,0.9808828,0.97560954,0.96973705,0.9782926,0.98030776,0.9784205,0.9726145,0.98444724,0.97639024,0.9723088,0.978399,0.9661499,0.9782229,0.9799219,0.98458743,0.9797943,0.97594976,0.9851867,0.9818747,0.97920096,0.9785825,0.97956467,0.9806483,0.9851842,0.9833654,0.9857929,0.9652179,0.9858119,0.9803929,0.9835236,0.98187447,0.98337984,0.9822008,0.9805596,0.98441935,0.97776926,0.98382145,0.97031593,0.982179,0.9766562,0.96759224,0.97882456,0.9754028,0.9777396,0.97979945,0.96680796,0.9683795,0.974591,0.9796917,0.9861139,0.9819742,0.98646426,0.9822789,0.9686729,0.98344433,0.9853339,0.9769256,0.98230016,0.98173815
0.9774312,0.96395826,0.9779207,0.98086953,0.99999976,0.9770033,0.9726105,0.9778323,0.9774823,0.97596526,0.9840491,0.9760823,0.9737028,0.9812484,0.97888887,0.97071326,0.97017914,0.9766344,0.9798223,0.97298753,0.98362863,0.9779241,0.9743109,0.97438604,0.9817476,0.9781037,0.9899237,0.9797405,0.97351784,0.97634006,0.97618365,0.97342837,0.9731717,0.97102386,0.97993064,0.9726226,0.9710282,0.9731375,0.97951543,0.97763073,0.9766456,0.9748448,0.97973716,0.9723556,0.9711087,0.9808059,0.9781101,0.9684677,0.96710396,0.9642725,0.97988343,0.9680949,0.9754177,0.9843438,0.9671377,0.98047733,0.9751508,0.97668105,0.977005,0.97297704,0.9468183,0.9712726,0.9789097,0.9793428,0.969483,0.9704269,0.96870863,0.982962,0.975319,0.9838761,0.9782449,0.97882545,0.97537184,0.97164756,0.96728075,0.9698204,0.9833597,0.9774444,0.9775455,0.9772442,0.97427577,0.96906537,0.97229385,0.97361183,0.97476107,0.9827814,0.96898264,0.9777731,0.97775453,0.976652,0.9805793,0.97627217,0.9877368,0.9698525,0.9779075,0.98188806,0.97785187,0.9673184,0.96968246,0.9795048,0.9776192,0.9778645,0.97980994,0.9598112,0.97717553,0.97311014,0.96860594,0.9762486,0.9765278,0.97481644,0.9709408,0.96885395,0.96619105,0.98306537,0.9726513,0.9822732,0.98140126,0.973143,0.9764975,0.9732157,0.9809518,0.97531295,0.968904,0.9730897,0.97476184,0.9784025,0.9753659,0.9849049,0.97273403,0.98316956,0.96781135,0.97426534,0.97178304,0.9717275,0.96897066,0.9752418,0.9737385,0.97145605,0.9695936,0.97564644,0.9879859,0.97441727,0.97349375,0.9661213,0.9695504,0.9791502,0.97105825,0.97461045,0.9725542,0.9670296,0.98140264,0.96118736,0.973724,0.97303843,0.9837334,0.97661024,0.9694103,0.97794354,0.9795417,0.9753947,0.97647214,0.9710535,0.970153,0.9762467,0.9759988,0.97763586,0.9666032,0.97390383,0.9804002,0.9750412,0.9759351,0.98322475,0.96644044,0.9767808,0.9747039,0.97752774,0.9786227,0.96673244,0.9817724,0.9692339,0.9675961,0.9713464,0.9683866,0.9664149,0.98069096,0.9651806,0.9714439,0.97313803,0.97502184,0.97792697,0.9691917,0.97763485,0.97675157,0.9714334,0.97672176,0.9768679,0.96297824,0.9753991,0.97504604
0.9812297,0.9663646,0.9815586,0.9850774,0.9770033,0.99999964,0.9762453,0.97778577,0.980685,0.9849273,0.9798648,0.9802861,0.97867894,0.98101795,0.97963727,0.9688803,0.9679758,0.98316956,0.9810767,0.9750483,0.98442656,0.98220336,0.9760104,0.9773709,0.9806156,0.98111534,0.9810931,0.9866869,0.9810532,0.9793093,0.9821571,0.98188925,0.9754711,0.97543633,0.9787551,0.97782105,0.97309744,0.97962326,0.9810738,0.9785938,0.97660214,0.9791875,0.97166276,0.9771245,0.9723432,0.9808775,0.9821149,0.9772207,0.97343636,0.96613044,0.9801544,0.97697175,0.9736242,0.979884,0.9786842,0.9832697,0.97654986,0.97859216,0.9747833,0.9785302,0.9586792,0.9652671,0.9780554,0.9780534,0.9788685,0.97839284,0.971606,0.98454726,0.97919655,0.9810676,0.986393,0.98834,0.98285294,0.97301126,0.977605,0.9783188,0.98313123,0.9744768,0.98179626,0.9789351,0.977538,0.97571206,0.9828967,0.9800399,0.97922796,0.9804752,0.9792049,0.97989583,0.9817998,0.9839381,0.98795795,0.9785128,0.9859432,0.97351426,0.9803116,0.9816751,0.9728612,0.97564596,0.97819173,0.9789447,0.9793707,0.9728583,0.9762988,0.9662968,0.97698283,0.97635186,0.9759083,0.96437037,0.97882783,0.97718525,0.978191,0.9771067,0.9752311,0.9830233,0.9781312,0.98713326,0.979123,0.97689307,0.97448826,0.972641,0.9810623,0.973886,0.9704761,0.9849627,0.9745038,0.9747442,0.97866654,0.9752326,0.9770873,0.9804584,0.9752612,0.98108304,0.9733188,0.97220683,0.98111534,0.985003,0.978832,0.9777926,0.9774046,0.9826008,0.979633,0.9752873,0.972196,0.9750382,0.9798044,0.9778147,0.9801643,0.98218507,0.9786689,0.9773937,0.9796243,0.9738656,0.9765666,0.98127204,0.98561245,0.978729,0.97733724,0.9767002,0.98166263,0.9765036,0.98525167,0.9832666,0.9757103,0.9845842,0.98097026,0.98230785,0.96750194,0.9851173,0.9786638,0.97409153,0.98377025,0.98337793,0.9748845,0.9764526,0.97759223,0.9757564,0.98442113,0.97576284,0.98097944,0.97600913,0.96906805,0.9800126,0.9732888,0.98088396,0.97437,0.9713176,0.9736562,0.97795033,0.979532,0.9833379,0.96936643,0.9827454,0.98327094,0.97076416,0.98171717,0.98046577,0.97256863,0.98233116,0.9812777
0.97870135,0.9599125,0.9738635,0.97692835,0.9726105,0.9762453,1.0,0.9738326,0.9722743,0.9827373,0.97587705,0.9800313,0.976445,0.97416306,0.98622,0.9790787,0.96400505,0.98039484,0.969496,0.96989006,0.97658443,0.9753089,0.9783065,0.97328496,0.9821921,0.9748888,0.9809351,0.9824361,0.98105145,0.97627807,0.97838646,0.9754795,0.97377396,0.97251,0.9697021,0.9785106,0.973122,0.97660565,0.98007977,0.9733391,0.97827554,0.9753226,0.9641303,0.9831871,0.9652999,0.97837895,0.97812676,0.97497046,0.9751787,0.9715295,0.97864103,0.9664483,0.97159374,0.96983474,0.96575296,0.9738778,0.9810714,0.9821255,0.9668797,0.9705181,0.959203,0.96261865,0.980615,0.9765791,0.9822322,0.9748726,0.97843945,0.9830222,0.97503406,0.97768855,0.97741026,0.97751474,0.97745407,0.9728898,0.97144985,0.97434735,0.97867656,0.97020394,0.97494936,0.9694706,0.98012346,0.97514784,0.97586775,0.9775213,0.9828901,0.98015684,0.9810368,0.9720335,0.98223865,0.9776548,0.98025435,0.97799313,0.9815459,0.9777193,0.9786335,0.9845033,0.9798423,0.9752027,0.97257435,0.97552115,0.9721873,0.9793249,0.97741693,0.9719031,0.979101,0.9629797,0.9779192,0.9630041,0.97580945,0.9658841,0.97493297,0.9777229,0.97746164,0.97845453,0.97169054,0.9768729,0.9795643,0.9626609,0.96050036,0.9654772,0.9769137,0.97531736,0.96374977,0.97611356,0.97792614,0.9676419,0.97895104,0.9693845,0.97795415,0.97647226,0.97784853,0.98377526,0.9805695,0.9674883,0.9687532,0.98293185,0.9760288,0.9741446,0.97325873,0.9797563,0.9737746,0.9783962,0.9671618,0.96306276,0.9764705,0.9713395,0.97110105,0.97629535,0.9617058,0.9749879,0.9749243,0.9698223,0.96697193,0.9772153,0.97923005,0.9755981,0.97345203,0.97024834,0.9801305,0.97256243,0.983039,0.98033786,0.9737595,0.980138,0.98642313,0.97934365,0.9661805,0.97445154,0.9701529,0.97160894,0.9782261,0.97738683,0.9688184,0.970176,0.9823788,0.9643669,0.9679807,0.9649754,0.97285247,0.9624083,0.96868896,0.97778344,0.97674537,0.9771963,0.9737215,0.97010994,0.96813035,0.9757519,0.9745976,0.9764474,0.9700277,0.979841,0.9757825,0.95814526,0.9734293,0.97604895,0.96227,0.9861339,0.98206407
0.9827765,0.9649134,0.9779171,0.9814763,0.9778323,0.97778577,0.9738326,1.0000002,0.9788903,0.975831,0.98479974,0.9830007,0.9846995,0.97921,0.97505534,0.9616008,0.96696097,0.9789593,0.981796,0.96241975,0.98025924,0.97500885,0.98066187,0.98671055,0.9738942,0.9773736,0.9779839,0.97872126,0.9753179,0.9700333,0.9757599,0.97862375,0.9800506,0.9680716,0.9788185,0.9756419,0.9783639,0.9643262,0.9821261,0.97685534,0.9697314,0.975052,0.97336805,0.96791387,0.97223413,0.9745503,0.9778007,0.9738656,0.9684,0.9655953,0.9738854,0.9796951,0.98319006,0.9825357,0.9773065,0.977237,0.9748392,0.97771037,0.97410107,0.9734723,0.95765936,0.96239,0.9694325,0.9760696,0.970366,0.9719489,0.9657088,0.97871625,0.97604805,0.98310816,0.9809407,0.9814354,0.9790193,0.9762645,0.9783758,0.9675301,0.97523254,0.9790359,0.97826064,0.9711993,0.97725034,0.9731283,0.9748194,0.9739907,0.9812761,0.9782715,0.97549725,0.98001087,0.97302735,0.9798997,0.9795323,0.9766243,0.9785937,0.9659987,0.9745603,0.9737369,0.9678424,0.9752881,0.97796875,0.9758357,0.9822073,0.9707222,0.97277635,0.962041,0.9762514,0.97016144,0.9754467,0.9822254,0.9775009,0.9759165,0.9811639,0.9665813,0.9762423,0.982082,0.9745748,0.97790116,0.9791208,0.9803324,0.97778964,0.96532136,0.975236,0.97404104,0.97407305,0.97122496,0.970104,0.97973466,0.9730743,0.97901285,0.9726983,0.98136103,0.9668633,0.9799175,0.97869456,0.96207875,0.97584665,0.9794863,0.98595834,0.97465646,0.97174436,0.978093,0.97786796,0.978088,0.9644727,0.97575414,0.97119224,0.9706984,0.9674124,0.9815695,0.9747225,0.97454,0.972952,0.96762323,0.9647566,0.97012806,0.98240465,0.97821677,0.9654516,0.9793806,0.9744127,0.9781369,0.9728513,0.9755538,0.97637916,0.9820118,0.9743053,0.98462206,0.96818745,0.9794313,0.9799651,0.9752024,0.9781467,0.9813974,0.977389,0.9807665,0.97587764,0.9791095,0.97539496,0.97318065,0.9860027,0.9700481,0.9591614,0.97225857,0.9631317,0.9678248,0.97911835,0.9663005,0.9655499,0.9630674,0.9777883,0.9787089,0.9713776,0.98095876,0.97982836,0.9641856,0.971841,0.9718143,0.9734956,0.9810179,0.9781877
0.97635937,0.9592159,0.9775157,0.98435354,0.9774823,0.980685,0.9722743,0.9788903,1.0000001,0.97661716,0.98270833,0.9879441,0.9812556,0.979692,0.9784115,0.9582952,0.96037483,0.9819242,0.981835,0.9626353,0.97853357,0.97723794,0.9791852,0.97726077,0.9735752,0.9857087,0.97940505,0.9830561,0.97637796,0.968364,0.9750962,0.98649347,0.9779259,0.9679893,0.98631436,0.96922696,0.9731412,0.9759568,0.98500323,0.98155093,0.96331584,0.97497237,0.9684837,0.96805227,0.97255766,0.9716753,0.9817672,0.9766846,0.97605705,0.972003,0.9689686,0.9814241,0.9820616,0.9822057,0.97750986,0.9725739,0.9710388,0.97792417,0.97304034,0.97803843,0.963681,0.95971304,0.96962285,0.9746601,0.97361076,0.9759532,0.97352153,0.9840279,0.98179394,0.9811158,0.9829083,0.9818934,0.9795338,0.9666475,0.974172,0.977793,0.98081505,0.9824372,0.97466236,0.9835423,0.98651755,0.9751322,0.9775603,0.9836995,0.981269,0.97888064,0.9788163,0.98729455,0.97652924,0.97916687,0.98112184,0.97833693,0.9836322,0.9640742,0.9692906,0.97531366,0.9750655,0.97857386,0.98524684,0.98215514,0.9822117,0.9672944,0.9681271,0.96693957,0.9794907,0.98360896,0.9755479,0.9744704,0.9782587,0.97829497,0.9863899,0.9738686,0.97977114,0.982052,0.98648655,0.97885746,0.9831509,0.981673,0.9756192,0.97314876,0.9784144,0.9724539,0.97652155,0.97803915,0.97562706,0.973751,0.97902614,0.9835043,0.97702134,0.9819251,0.9783783,0.98150706,0.9773449,0.9584188,0.9731089,0.9788048,0.98038715,0.97855955,0.9790444,0.9834375,0.9813011,0.97738177,0.96495324,0.9730463,0.97999203,0.98284584,0.97558486,0.98252356,0.9795569,0.9797715,0.9748144,0.9778195,0.98200464,0.9812988,0.98569113,0.9814654,0.97768664,0.9802448,0.9713461,0.976844,0.97543395,0.9822471,0.9738753,0.9844638,0.9782048,0.9825021,0.96602476,0.98646975,0.9872544,0.97643065,0.981001,0.98394793,0.9825617,0.9727894,0.9777447,0.9790043,0.9838402,0.97413373,0.98343575,0.97866595,0.96084344,0.9799335,0.9591341,0.9819882,0.9828227,0.9718375,0.9801594,0.977061,0.9863194,0.9770757,0.96814466,0.976937,0.9793709,0.9654407,0.98046136,0.9731803,0.9825252,0.98434335,0.9799259
0.98212355,0.9674974,0.98213255,0.9818995,0.97596526,0.9849273,0.9827373,0.975831,0.97661716,0.99999917,0.9785552,0.9814054,0.9833555,0.97825044,0.9864807,0.98004746,0.9746528,0.98532987,0.9776114,0.975526,0.9856797,0.97971874,0.98255736,0.9785813,0.98368514,0.98137575,0.9794707,0.984699,0.9873263,0.9852016,0.98553854,0.98106205,0.9785596,0.98005146,0.97499037,0.98535585,0.979849,0.98273003,0.9810468,0.9794705,0.98251516,0.98143554,0.9702124,0.98807156,0.9766661,0.984544,0.9811188,0.97730994,0.97613156,0.9714273,0.98482406,0.97576,0.9743191,0.97401917,0.9709994,0.9782461,0.98388946,0.987064,0.97246087,0.9789241,0.96069086,0.96676385,0.9826362,0.98453915,0.9836278,0.97744167,0.9760836,0.98739743,0.9810068,0.9808182,0.98332953,0.98516405,0.9847386,0.98036486,0.9780985,0.97653353,0.9815963,0.97123635,0.9814164,0.9735177,0.9784335,0.97461957,0.98267365,0.97864205,0.9845204,0.98350215,0.98203695,0.9752068,0.9885615,0.9866043,0.98219407,0.98107123,0.9857925,0.98401105,0.9833487,0.98370343,0.976961,0.9792857,0.9757432,0.98316175,0.97991264,0.98011667,0.97731864,0.97167236,0.98391426,0.96664816,0.9821462,0.967834,0.98104185,0.96895933,0.9784402,0.97382903,0.98127794,0.980056,0.9797826,0.9838928,0.9797816,0.97025585,0.96718836,0.96615565,0.9778122,0.9793992,0.9684609,0.9792546,0.9782094,0.96814203,0.9785275,0.97416276,0.98371804,0.97687507,0.9782237,0.9825995,0.9777339,0.96987534,0.9783158,0.9885942,0.97931397,0.9793838,0.9710719,0.98471165,0.97443134,0.9826169,0.9690261,0.97077495,0.9802226,0.9763272,0.9742013,0.98408985,0.9730062,0.9762696,0.978268,0.9686422,0.9697346,0.9759971,0.98423886,0.97779655,0.97205865,0.97579074,0.9851311,0.979367,0.98410046,0.9812459,0.979663,0.98287183,0.9831152,0.98456675,0.96801805,0.9784663,0.97434497,0.9790653,0.9839996,0.9817677,0.9768647,0.979433,0.9812039,0.97377026,0.97825146,0.97290605,0.98062974,0.9699123,0.9783151,0.97767305,0.9799653,0.9785532,0.9731636,0.9757744,0.96910083,0.97438025,0.97834516,0.98006445,0.97616494,0.9839436,0.9836707,0.9618206,0.97656894,0.9812196,0.9679071,0.98313594,0.9821147
